Ip,In,Ir,RMS,Peak,Variance,Harmonics,Label
8.123957592679837,8.092951477602714,0.031006115077122587,8.108469355756743,8.170755948780698,0.00024034479304394215,0.023233444867279785,0
7.956508044572319,7.942749634407382,0.01375841016493684,7.949631815946655,7.962683392861059,4.732346256665934e-05,0.38796394086479774,0
4.272774770449704,4.242028204539944,0.030746565909760548,4.25742924351679,4.430201699939375,0.00023633782881081236,0.17277800745684632,0
3.9764570245642927,3.9358425857124866,0.040614438851806156,3.956201924050051,4.064100419124858,0.00041238316081177535,0.1465447373174767,0
4.397716475108519,4.403342150056909,0.005625674948390724,4.400530211571596,4.417277273872909,7.912054656237745e-06,0.24301794076057537,0
3.683704798044687,3.675417345246361,0.008287452798325656,3.679563404867163,3.8889747059983337,1.717046847111894e-05,0.17606099749584053,0
3.2407196478065288,3.2243499433396927,0.016369704466836055,3.2325451576732807,3.439476333112723,6.699180608288807e-05,0.12468443043576438,0
4.293981188678689,4.260375496402417,0.033605692276272414,4.27721134730753,4.584856577008057,0.00028233563834187885,0.31005312934444584,0
3.6194475143634364,3.583193196338599,0.036254318024837584,3.601365976370555,3.700852223895605,0.0003285938938615158,0.3314950036607718,0
6.798872582107739,6.779214164306565,0.019658417801173833,6.789050488590843,6.841149849600168,9.661334761137705e-05,0.32087879230161587,0
3.038654819865217,3.0193105515826395,0.019344268282577293,3.028998128192586,3.257356970277513,9.355017884708146e-05,0.3085081386743783,0
3.811083416675908,3.784458387008727,0.026625029667180833,3.797794234280131,4.070014444438586,0.00017722305119456487,0.24931925073102318,0
5.176876252009635,5.169069452907475,0.007806799102159978,5.172974325163547,5.368143493416199,1.523652805537146e-05,0.3548850970305306,0
7.992713510560965,7.980965293639241,0.011748216921724008,7.986841562225267,8.220949025146034,3.4505150209970583e-05,0.2245108790277985,0
6.659129805673958,6.623405106121948,0.035724699552010186,6.641291477138222,6.691497233771949,0.0003190635395203492,0.012571674274693702,0
6.559994838152919,6.562670319764648,0.002675481611729147,6.561332715329744,6.834940261942476,1.7895504636751983e-06,0.09971689165954999,0
4.601587158441357,4.581556479650551,0.020030678790806,4.591582741983442,4.649953544617558,0.00010030702320511134,0.37187906093702927,0
9.100224131314024,9.086592922459346,0.013631208854677723,9.093411081069588,9.341325754383758,4.645246370996109e-05,0.07462802355441434,0
8.652081086148439,8.619843396929234,0.03223768921920467,8.635977284270497,8.68509666350674,0.00025981715154850624,0.09117406501677668,0
9.025114082794405,8.989262792288988,0.035851290505416245,9.00720627487472,9.027199721953762,0.00032132875772593724,0.20429892103102631,0
3.8390575713357795,3.8270409438312942,0.012016627504485289,3.8330539666036336,3.936018450942006,3.6099834145388085e-05,0.20751624869734644,0
9.802474579046724,9.804479589365814,0.0020050103190900614,9.803477135464439,10.093213777848447,1.0050165949144076e-06,0.10071291833014567,0
4.993883460642273,4.97937755936672,0.014505901275552624,4.986635784634833,5.144687167610932,5.260529295401981e-05,0.02059150049999574,0
4.676933234668807,4.655644644882403,0.02128858978640391,4.6663010801368054,4.720401696296174,0.00011330101377344523,0.19578110411102523,0
4.6634628079467975,4.6322671490792295,0.03119565886756792,4.647891150916814,4.8531545571248715,0.00024329228304541728,0.2534118843043579,0
8.847117469124665,8.835001597548306,0.012115871576359183,8.841061608799363,8.943351488616186,3.669858601370709e-05,0.0746074041599417,0
7.742950532895977,7.726940531245691,0.016010001650285766,7.734949674312094,7.810899265455358,6.408003821053825e-05,0.25806911616378,0
5.707147424103762,5.67431165478514,0.032835769318621644,5.690753222381229,5.988166420724783,0.0002695469366864336,0.055008377658397306,0
9.47285532794994,9.454032704659623,0.018822623290317253,9.463448696036856,9.670850541760194,8.857278688229837e-05,0.32688888008048633,0
4.692966036303162,4.68850266251117,0.004463373791991465,4.690734880286315,4.720896866644932,4.980426401759068e-06,0.35888630318133075,0
5.373208537340904,5.360484248161486,0.01272428917941859,5.366850163761821,5.642341615326678,4.047688378036726e-05,0.35483456970604693,0
3.588979754965342,3.5784799541353083,0.010499800830033656,3.5837336999070764,3.637468369193726,2.7561454367593865e-05,0.3594216754108317,0
3.0354310869235306,3.024578701405313,0.010852385518217655,3.0300097528272425,3.2429996462313384,2.9443567859005074e-05,0.26078450380104023,0
4.6607436124776,4.629440814141321,0.031302798336279025,4.645118581526645,4.75836352192538,0.0002449662959204382,0.2985965620472097,0
7.603290246102404,7.573503018331005,0.02978722777139886,7.588411247920898,7.713604987020234,0.00022181973457629888,0.10608094707269018,0
7.41797038198084,7.390444755352405,0.027525626628435163,7.404220359695572,7.656413773043335,0.00018941503032200472,0.20105483724207684,0
4.366700914586311,4.3177384254984394,0.04896248908787193,4.342288681586858,4.373995704515748,0.0005993313344199944,0.2581889183628671,0
9.766583733305687,9.755454861100098,0.011128872205588891,9.76102088325378,10.055669726432463,3.096294914208224e-05,0.341203782186944,0
8.957956700617999,8.942983260163388,0.014973440454610909,8.950473111565373,9.124997079355504,5.605097976194464e-05,0.3744619096643124,0
3.68023545639538,3.6760184101848923,0.004217046210487574,3.6781275376560814,3.8647376244051306,4.445869685346902e-06,0.3960215400417053,0
9.141611503495689,9.142557498593334,0.000945995097644925,9.142084513280597,9.353302723789467,2.2372668119205777e-07,0.14379646048790207,0
8.670793762754265,8.638459107399967,0.03233465535429758,8.65464153580146,8.930915458328297,0.00026138248422030133,0.3652962210225885,0
8.588066252767426,8.550468482799499,0.03759776996792752,8.569287987845614,8.826804053598256,0.0003533980766402981,0.3560021367270265,0
